id	original_title	french_title	romanized_title	language	release_year	runtime	genres	avg_rating	vote_count	directors	writers	budget	revenue	production_companies	production_countries	origin	poster_path	trailer_url	plot
tt0021406	その夜の妻	L'épouse de la nuit	Sono yo no tsuma	Japonais	1930	65	Crime, Drame	6.9	952	Yasujirô Ozu	Kôgo Noda	0	0	Shochiku	Japon	Japon	/5vKWy93TXLKMPvkEWGVUt7Kymwd.jpg		Un homme désespéré dont la fille est malade décide de commettre un vol pour lui venir en aide. Il commence cependant à éprouver des remords, ce qui le fait remettre en question sa décision.
tt0021662	美人哀愁	Les malheurs de la beauté	Bijin to aishû	Japonais	1931	158	Drame	4.8	50	Yasujirô Ozu	Yasujirô Ozu	0	0	Shochiku	Japon	Japon	/rblN4HBj6j2x3yEgm1wMtuO24iS.jpg		Deux personnes sont fascinées par la statue d'un sculpteur.
tt0022048	淑女と髭	La dame et les barbes	Shukujo to hige	Japonais	1931	75	Comédie, Romance	6.4	498	Yasujirô Ozu	Yasujirô Ozu	0	0	Shochiku	Japon	Japon	/evVF36mxvTuenWaSicyjYvB0HCg.jpg		Un champion de kendo barbu a des difficultés dans la vie à cause de ses manières conservatrices et de sa barbe inhabituelle.
tt0022214	御誂次郎吉格子	Le chevalier voleur	Oatsurae Jirôkichi kôshi	Japonais	1931	61	Action, Drame	6.8	155	Daisuke Itô	Daisuke Itô	0	0	Nikkatsu Corporation	Japon	Japon	/8HHef5cP62QmnT8idLFAaiARj2z.jpg		Seul film muet entièrement conservé réalisé par Daisuke Ito, ce film raconte la vie d'un voleur légendaire, Jirokichi le Rat, dans une histoire originale exquise et à travers l'utilisation révolutionnaire d'intertitres dynamiques. La narration habile du benshi, qui mélange le dialecte d'Edo et le dialecte du Kansai, est très divertissante.
tt0022485	東京の合唱	Le choeur de Tokyo	Tôkyô no kôrasu	Japonais	1931	91	Comédie, Drame	7.1	1567	Yasujirô Ozu	Kôgo Noda	0	0	Shochiku	Japon	Japon	/4VMEmELgis4xYCVE9FndPYOmMje.jpg		Un homme marié de Tokyo se retrouve au chômage après avoir défendu un collègue plus âgé.
tt0022977	春は御婦人から	Le printemps vient des femmes	Haru wa gofujin kara	Japonais	1932	74	Drame	6.0	42	Yasujirô Ozu	Yasujirô Ozu, Takao Yanai	0	0	Shochiku	Japon	Japon	/8OqFqHiiBhHDHq7OqGU1KKtGBAd.jpg		
tt0023036	火山情血	Du sang sur le volcan	Huo shan qing xue	Chinois simplifié	1932	118	Drame	6.9	73	Yu Sun	Yu Sun	0	0	Lianhua Film Company	Chine	Chine	/ktpa3q14KJyeyx4iV5Jli03RAE8.jpg		Le neveu d'un chef de guerre convoite la sœur du fermier Song Ke. Lorsque Song refuse, toute la famille est jetée en prison et la sœur se suicide. Le père meurt de chagrin et Song vit avec son cousin à l'étranger. Le neveu du chef de guerre perd le pouvoir et s'enfuit également dans le même pays.
tt0023197	また逢ふ日まで	Jusqu'à notre prochaine rencontre	Mata au hi made	Japonais	1932	103	Drame	5.9	49	Yasujirô Ozu	Kôgo Noda	0	0	Shochiku	Japon	Japon	/dVJwgD83k2rxRSXnUZMfCjERDj9.jpg		
tt0023261	生さぬ仲	Sans liens de parenté	Nasanu naka	Japonais	1932	79	Drame	6.9	468	Mikio Naruse	Kôgo Noda	0	0	Shochiku	Japon	Japon	/6V46DUkYDfX4nDzcKnrdqbOkkz9.jpg		Une actrice revient à Tokyo après un passage réussi à Hollywood pour récupérer - avec l'aide de son frère gangster - la fille qu'elle a abandonnée des années auparavant.
tt0023450	靑春の夢いまいづこ	Où sont les rêves de jeunesse?	Seishun no yume ima izuko	Japonais	1932	86	Comédie, Drame	6.9	657	Yasujirô Ozu	Kôgo Noda	0	0	Shochiku	Japon	Japon	/74eGblqGt6rkZa1ESm7W7FOuvPV.jpg		Lorsqu'un jeune homme hérite de l'entreprise lucrative de son père, il trompe le système pour donner du travail à trois de ses amis d'université.
tt0023634	大人の見る繪本 生れてはみたけれど	Et pourtant nous sommes nés	Otona no miru ehon - Umarete wa mita keredo	Japonais	1932	91	Comédie, Drame	7.9	6181	Yasujirô Ozu	Akira Fushimi, Yasujirô Ozu	0	0	Shochiku	Japon	Japon	/dD3Do5OQj23RJd4thYyUW2AqsCc.jpg		Deux jeunes frères piquent une crise lorsqu'ils découvrent que leur père n'est pas l'homme le plus important sur son lieu de travail.
tt0023937	出来ごころ	Le caprice	Dekigokoro	Japonais	1933	100	Drame	7.2	1472	Yasujirô Ozu	Yasujirô Ozu	0	0	Shochiku	Japon	Japon	/wKopXmNweRgIm4QEySvxoG7rlIM.jpg		Deux collègues de Tokyo rencontrent une jeune femme démunie à la recherche d'un logement.
tt0024060	祇園祭	La fête à Gion	Gion matsuri	Japonais	1933	68	Drame	8.0	16	Kenji Mizoguchi	Kenji Mizoguchi	0	0	Shinko	Japon	Japon	/9PWvzJ6FlnY7tgKhH7jLwOalfHI.jpg		
tt0024085	花嫁の寝言	La Mariee Parle Dans Son Sommeil	Hanayome no negoto	Japonais	1933	57	Comédie, Drame	6.3	34	Heinosuke Gosho	Akira Fushimi	0	0	Shochiku	Japon	Japon	/xftxprqLTQdldTnjUDty608stLm.jpg		Un seul des étudiants diplômés et son ancienne bande envahissent sa maison pour entendre sa nouvelle épouse parler dans son sommeil.
tt0024120	非常線の女	Femmes et voyous	Hijôsen no onna	Japonais	1933	100	Crime, Drame, Romance	7.0	1041	Yasujirô Ozu	Yasujirô Ozu	0	0	Shochiku	Japon	Japon	/qVGj3HUfcDNGKtO37eFRa7Ad9tl.jpg		Un gangster tente de trouver la rédemption avec l'aide par inadvertance d'une vendeuse innocente et sa petite amie jalouse fera tout pour le garder.
tt0024214	君と別れて	Après notre séparation	Kimi to wakarete	Japonais	1933	61	Drame	7.1	648	Mikio Naruse	Mikio Naruse	0	0	Shochiku	Japon	Japon	/jEd67dhJCmrqlIN8bA0n9OH0ehJ.jpg		Deux geishas liées à un jeune homme font face aux difficultés de la vie.
tt0024641	瀧の白糸	Le fil blanc de la cascade	Taki no shiraito	Japonais	1933	99	Drame	7.2	489	Kenji Mizoguchi		0	0	Irie Production, Shinko Uzumasa	Japon	Japon	/swsj8ztIliCleW4IrseIk5TcAfO.jpg		L'histoire tragique d'une femme qui, bien qu'elle fasse le bien là où elle le peut, est punie par la société.
tt0024676	東京の女	La femme de Tokyo	Tôkyô no onna	Japonais	1933	47	Drame	7.0	1039	Yasujirô Ozu	Kôgo Noda, Yasujirô Ozu	0	0	Shochiku	Japon	Japon	/gp4ZyjIeLHdBsm5jXXsPVoLpt1V.jpg		Ryoichi et Chikako sont frère et sœur. Ils vivent ensemble. Chikako travaille le jour dans un bureau et la nuit, elle se prostitue pour financer les études de son frère à l'université. Ryoichi ne connaît pas la vie secrète de sa sœur, mais il sort avec Harue dont le frère est policier.
tt0024793	夜ごとの夢	Rêves de chaque nuit	Yogoto no yume	Japonais	1933	64	Drame	7.1	638	Mikio Naruse	Mikio Naruse	0	0	Shochiku	Japon	Japon	/kuZ87FxSsbbTpAXJzqmg5Ud8waX.jpg		Une mère célibataire travaille sans relâche comme hôtesse du bar de Ginza pour assurer une vie meilleure à son jeune fils jusqu'au retour de son mari, perdu depuis longtemps.
tt0025214	母を恋はずや	Une femme devrait être aimée	Haha wo kowazuya	Japonais	1934	73	Drame	6.5	529	Yasujirô Ozu	Kôgo Noda, Yasujirô Ozu	0	0		Japon	Japon	/jifX7z7a3KQfsnvjkJ97X82N3u7.jpg		Deux demi-frères tentent de faire face à la perte de leur père.
tt0025338	限りなき舗道	La rue sans fin	Kagirinaki hodô	Japonais	1934	87	Drame	6.9	396	Mikio Naruse		0	0	Shochiku	Japon	Japon	/nX8f4gkpMuVM1cE4i1KCABbNNC4.jpg		L'histoire d'une serveuse dont la vie, malgré une foule d'admirateurs masculins et même des chercheurs de talents du cinéma intrigués, finit par prendre une tournure étouffante et domestique après qu'un riche homme d'affaires l'a accidentellement heurtée avec sa voiture.
tt0025929	浮草物語	Histoire d'un acteur ambulant	Ukikusa monogatari	Japonais	1934	86	Drame	7.7	3436	Yasujirô Ozu	Yasujirô Ozu	0	0	Shochiku	Japon	Japon	/soB2loIIdB8COEsy3fyOrm5PaZ5.jpg		La maîtresse d'un acteur de kabuki élabore un complot jaloux pour faire tomber le fils de son amant.
tt0026444	虞美人草	Les coquelicots	Gubijinsô	Japonais	1935	72	Drame	6.4	251	Kenji Mizoguchi	Daisuke Itô	0	0	Daiichi Eiga	Japon	Japon	/xHzFF1ZaI2DsrCM2dSBSRktt6t8.jpg		Basé sur le roman du même titre de Soseki Natsume de 1908, Poppy est une histoire richement complexe de désir et d'ambition. Fujio est beau, talentueux, bien nanti et fiancé à Munechika, une jeune diplomate montante. Elle lui a promis une montre en or, héritage familial, comme emblème de leurs fiançailles. Mais elle tombe amoureuse d'Ono, un étudiant employé pour lui donner des cours d'anglais, attiré par sa beauté et sa richesse. Ono est lui-même lié par des fiançailles avec Sayoko, la fille de son mentor, le professeur Inoue. L'égocentrique Fujio est prêt à tout abandonner pour Ono, mais il est convaincu de poursuivre son mariage avec Sayoko. Fujio offre alors la montre à Munechika qui, percevant les véritables sentiments de Fujio, jette la montre à la mer.
tt0026449	箱入娘	Une jeune fille pure	Hakoiri musume	Japonais	1935	67	Drame	6.2	56	Yasujirô Ozu	Kôgo Noda	0	0		Japon	Japon	/ZNk6D0IryPlbISzdrR9yuSC7t7.jpg		
tt0026551	女優と詩人	L'actrice et le poète	Joyû to shijin	Japonais	1935	73	Comédie	6.1	120	Mikio Naruse		0	0	P.C.L. Eiga Seisaku-jo	Japon	Japon	/8C4YWaiuRfVFgoz72pj718nr4Zk.jpg		Parmi les voisins très unis se trouvent un poète, sa femme actrice, un auteur célibataire en herbe, un propriétaire de bureau de tabac et propriétaire d'un bureau de tabac, un vendeur d'assurances et sa femme curieuse et avide. Entrez dans un couple jeune et apparemment de grande classe qui, par hasard, est prêt à souscrire une assurance-vie auprès de son voisin rapide. En attendant, la vie imite l'art de l'autre côté de la rue, ce qui peut finir par aboutir soit à une fin heureuse, soit à une rupture brutale - c'est finalement le cas.
tt0026682	マリヤのお雪	Oyuki la vierge	Maria no Oyuki	Japonais	1935	78	Drame, Guerre	6.7	261	Kenji Mizoguchi		0	0	Daiichi Eiga	Japon	Japon	/2r7eWso3wRKuuhnaURksamq0LI1.jpg		Lors d'une guerre au XIXème siècle, un village lié aux forces rebelles est attaqué par l'armée gouvernementale, alors une riche famille décide de s'enfuir ; deux courtisanes les accompagnent.
tt0026830	折鶴お千	Osen la grue de papier	Orizuru Osen	Japonais	1935	87	Drame	7.1	343	Kenji Mizoguchi		0	0	Daiichi Eiga	Japon	Japon	/oLRha1nMgGGEcTgAELnnBowdM15.jpg		À Tokyo, Osen est la servante d'un antiquaire sans scrupules, Kumazawa, qui accueille Sokichi Hata, sans le sou. Kumazawa maltraite Sokichi et Osen, tout en escroquant certains moines bouddhistes des trésors de leur temple. Lorsque Kumazawa est arrêté, Osen accepte d'aider Sokichi à financer son rêve d'aller à la faculté de médecine. Ils vivent dans une chambre modeste, et finalement la seule façon pour Osen de trouver assez d'argent pour eux est de se prostituer pendant la journée, à l'insu de Sokichi.
tt0026831	乙女ごころ三人姉妹	Trois soeurs de coeur pur	Otome-gokoro - Sannin-shimai	Japonais	1935	75	Drame	7.1	253	Mikio Naruse	Mikio Naruse	0	0	P.C.L. Eiga Seisaku-jo	Japon	Japon	/uH6Lm9imyLiOJQ11QexTgELBbb5.jpg		Trois sœurs gagnent de l'argent en étant musiciennes de rue. Un certain nombre d'épisodes vaguement liés s'ensuivent alors que les sœurs qui ont des caractères différents, s'impliquent de diverses manières dans le monde des criminels, se sacrifient et trouvent l'amour.
tt0026963	サーカス五人組	Cinq types au cirque	Saakasu goningumi	Japonais	1935	65	Drame	6.4	91	Mikio Naruse		0	0	P.C.L. Eiga Seisaku-jo	Japon	Japon	/jHeo9XVbwqhNYKzu4tyLE85yUrk.jpg		Cinq musiciens pauvres composent la pire fanfare itinérante du Japon. Pendant quelques jours, ils fréquentent un affreux cirque dont les artistes masculins sont en grève.
tt0027076	丹下左膳餘話 百萬兩の壺	Le pot d'un million de ryôs	Tange Sazen yowa: Hyakuman ryô no tsubo	Japonais	1935	92	Comédie, Drame	7.7	1227	Sadao Yamanaka	Shintarô Mimura	0	0	Nikkatsu Corporation	Japon	Japon	/7h2KXpgJuray8pJsWkPO1N0rbjK.jpg		Un homme se débarrasse d'un pot bon marché sans savoir qu'il contient une carte d'un trésor. À mesure que la nouvelle se répand, beaucoup se joignent à sa chasse.
tt0027117	大学よいとこ	Le collège est un endroit agréable	Daigaku yoitoko	Japonais	1935	114	Comédie, Drame	6.8	61	Yasujirô Ozu	Yasujirô Ozu	0	0	Shochiku	Japon	Japon	/jTnI3xJzitFVs4S4NQuLACo3s9n.jpg		Un groupe d’étudiants et de jeunes diplômés peinent à terminer leurs études et à trouver un emploi.
tt0027118	東京の宿	Une auberge à Tokyo	Tôkyô no yado	Japonais	1935	80	Drame	7.5	1638	Yasujirô Ozu	Yasujirô Ozu	0	0	Shochiku	Japon	Japon	/lSYWTdGQy1xbyZihhjeKXvmL0pD.jpg		Kihachi, au chômage, et ses deux fils peinent à joindre les deux bouts. Mais cela n'empêche pas Kihachi de courtiser la mère célibataire Otaka.
tt0027138	妻よ薔薇のやうに	Ma femme, sois comme une rose	Tsuma yo bara no yô ni	Japonais	1935	74	Drame	7.5	533	Mikio Naruse	Mikio Naruse	0	0	P.C.L. Eiga Seisaku-jo	Japon	Japon	/qMir6gZHeaxt88KU9AHR2SftrlA.jpg		A l'âge adulte, une jeune femme précoce part à la recherche de son père biologique qui, comme le lui raconte sa mère, les a abandonnés pour une autre femme.
tt0027163	噂の娘	La fille dont on parle	Uwasa no musume	Japonais	1935	55	Drame	6.7	156	Mikio Naruse	Mikio Naruse	0	0	P.C.L. Eiga Seisaku-jo	Japon	Japon	/1Q8AAbQB640F4Optl436wcNo3Xn.jpg		Le prétendant rejette la sœur aînée Kunie mais aime Kimoko, la plus jeune. Leur père et sa maîtresse ont des magasins séparés. Kimiko apprend soudain qu'elle est sa mère. Les affaires vont mal. La police intervient lorsque des raccourcis commerciaux sont pris.
tt0027307	有りがたうさん	Monsieur Merci	Arigatô-san	Japonais	1936	76	Comédie, Drame	7.3	1269	Hiroshi Shimizu	Hiroshi Shimizu	0	0	Shochiku	Japon	Japon	/iEMeLD4F3pzFm2hQh38NqmxXbRD.jpg		Un sympathique chauffeur de bus et ses passagers le temps d'un trajet à travers les montagnes jusqu'à la gare la plus proche.
tt0027312	朝の並木路	Une avenue au matin	Ashita no namikimichi	Japonais	1936	60	Drame	6.9	108	Mikio Naruse	Mikio Naruse	0	0	P.C.L. Eiga Seisaku-jo	Japon	Japon	/dWibodGpcR55lOwqBRF10YEOjL7.jpg		
tt0027672	祇園の姉妹	Les soeurs de Gion	Gion no shimai	Japonais	1936	69	Drame	7.4	2999	Kenji Mizoguchi	Kenji Mizoguchi, Yoshikata Yoda	0	0	Daiichi Eiga	Japon	Japon	/rTqFNZs7cvWX43WY9yiqUCcTVs2.jpg		Deux sœurs geisha mènent une vie difficile dans le quartier de Gion à Kyoto. Alors que l'une d'elles se sent obligée de soutenir un homme d'affaires en faillite, l'autre sœur met en place divers stratagèmes pour se débarrasser de lui.
tt0027752	一人息子	Le fils unique	Hitori musuko	Japonais	1936	87	Drame	7.7	4018	Yasujirô Ozu	Yasujirô Ozu	0	0	Shochiku	Japon	Japon	/yJmF6ppwbHpetlp2If62atjUhuq.jpg		Une veuve envoie son fils unique recevoir une meilleure éducation. Des années plus tard, elle lui rend visite et lui trouve un pauvre professeur d'école avec une femme et un fils.
tt0027844	君と行く路	Le chemin parcouru ensemble	Kimi to yuku michi	Japonais	1936	69	Drame	6.0	108	Mikio Naruse	Mikio Naruse	0	0	P.C.L. Eiga Seisaku-jo	Japon	Japon	/uxDKPpwBn0wXeRmF4f1QFzA7xnO.jpg		"""La route que je voyage avec toi"" concerne deux frères en âge de se marier et leur mère, une ancienne geisha installée par un client absent dans une spacieuse maison de campagne à Kamakura. L'avenir des deux garçons, déchirés entre amours et mariages arrangés, est indissociable des questions sensibles de la situation familiale, de l'argent et des décisions prises par les chefs de familles aisées."
tt0028021	浪華悲歌	L'élégie d'Osaka	Naniwa erejî	Japonais	1936	71	Comédie, Drame	7.2	2589	Kenji Mizoguchi	Kenji Mizoguchi, Yoshikata Yoda	0	0	Daiichi Eiga	Japon	Japon	/Ajg8pTjt1GiqSJeHISSDPMQLEG1.jpg		Une jeune femme devient la maîtresse de son patron afin de subvenir aux besoins de sa famille.
tt0028028	新しき土	La fille du samurai	Atarashiki tsuchi	Japonais	1937	114	Drame, Romance	5.6	146	Arnold Fanck, Mansaku Itami	Arnold Fanck	0	0	Towa Shoji G.K., J.O. Studio, Terra-Filmkunst	Allemagne, Japon	Japon	/4fDdTZ0P0moPW84eRtIBi0WUbMY.jpg		Teruo est le fils adoptif d'une vieille famille de samouraïs qui retourne au Japon après avoir vécu en Allemagne et devrait épouser Mitsuko. Mais il a du mal à se réadapter au Japon et compte épouser une femme aryenne.
tt0028247	新道	Nouvelle voie	Shindo: Zempen Akemi no maki	Japonais	1936	64	Drame	6.8	42	Heinosuke Gosho	Heinosuke Gosho, Kôgo Noda	0	0		Japon	Japon	/tQR3yn7nrMeYNd8jFAhRJfXnhe.jpg		
tt0028558	愛怨峡	L'impasse de l'amour et de la haine	Aien kyo	Japonais	1937	108	Drame	7.1	228	Kenji Mizoguchi	Kenji Mizoguchi, Yoshikata Yoda	0	0	Shinko	Japon	Japon	/1E4e0Im1scqEloWF8InpilSYUNK.jpg		Un jeune couple d'amoureux souhaite se rendre à Tokyo pour y travailler et y fonder une famille, mais ses parents souhaitent que son fils régente leur hôtel. Finalement, il fait ce que ses parents veulent et elle se retrouve abandonnée dans la grande ville.
tt0028976	花籠の歌	Chanson d'un panier de fleurs	Hana-kago no uta	Japonais	1937	68	Drame	6.3	28	Heinosuke Gosho	Heinosuke Gosho, Kôgo Noda	0	0	Shochiku	Japon	Japon	/maP1Gwk5PqS2GLMFGCE9bTz6Dc1.jpg		
tt0029073	禍福 前篇	Les vicissitudes de la vie I	Kafuku zempen	Japonais	1937	78	Drame, Romance	6.7	107	Mikio Naruse		0	0	P.C.L. Eiga Seisaku-jo	Japon	Japon	/5c6aaVMjnvo9HaIkga2BhUBzWvu.jpg		
tt0029074	禍福 後篇	Les vicissitudes de la vie II	Kafuku kôhen	Japonais	1937	79	Drame, Romance	6.5	99	Mikio Naruse		0	0	Toho Film (Eiga) Co. Ltd.	Japon	Japon	/oCduJ20b3PYspZyOUmZjJVTIVDc.jpg		
tt0029077	風の中の子供	Des enfants dans le vent	Kaze no naka no kodomo	Japonais	1937	88	Drame	7.3	317	Hiroshi Shimizu	Joji Tsubota	0	0	Shochiku	Japon	Japon	/nqWXAlzOY7bf6mesvK3IjS7vMrd.jpg		Deux jeunes garçons sont usurpés de la tête de leur bande d'enfants. Leur père est licencié et arrêté pour cela, et ils sont envoyés vivre avec leur oncle, pour ensuite passer leur temps à réfléchir à des moyens de s'enfuir chez eux.
tt0029291	雪崩	Avalanche	Nadare	Japonais	1937	59	Drame	6.7	249	Mikio Naruse	Mikio Naruse	0	0	P.C.L. Eiga Seisaku-jo	Japon	Japon	/3NvrvSWCwpnWflsjEKiRjT6x2VQ.jpg		Avalanche est l'étude d'un mariage d'un an qui commence à s'effondrer. Un homme marié est déchiré entre l'amour de sa femme et l'attirance pour un cousin de sa femme.
tt0029326	女人哀愁	Les larmes d'une femme	Nyonin aishû	Japonais	1937	74	Drame	6.6	130	Mikio Naruse	Mikio Naruse	0	0	P.C.L. Eiga Seisaku-jo	Japon	Japon	/9HkmeYZm55PDfkkzYkFqzRGzyoj.jpg		L'héroïne irrésolue se marie sans amour et se retrouve considérée comme une travailleuse supplémentaire dans la maison de sa belle-mère. Elle doit réévaluer sa propre vie.
