id	french_title	tags
tt0026830	Osen la grue de papier	drama in tokyo, osen is the servant girl of an unscrupulous antiques dealer, kumazawa, who takes in the penniless sokichi hata. kumazawa mistreats sokichi and osen, while swindling some buddhist monks out of their temple treasures. when kumazawa is arrested, osen agrees to help sokichi finance his dream of going to medical school. they live in a humble room, and eventually the only way osen can find enough money for them is to prostitute herself during the day, without sokichi knowing. shinpa kenjimizoguchi
tt0026831	Trois soeurs de coeur pur	drama three sisters earn money by being street musicians. a number of loosely linked episodes ensue as the sisters who have different characters, variously become involved in the world of criminals, sacrifice themselves and find love. siblingrelationship criminal streetmusician mikionaruse
tt0026963	Cinq types au cirque	drama five poor musicians make up the worst traveling brass band in japan. for a few days they hook up with an awful circus whose male performers are on strike. travelingcircus band poverty mikionaruse
tt0027076	Le pot d'un million de ryôs	comedy drama a man gets rid of a cheap pot without knowing it contains a map to a treasure. as word spreads, many join in hunting it. chambara chanbara hiddentreasure littleboy lossoffather bowandarrow singing theft sadaoyamanaka
tt0027117	Le collège est un endroit agréable	comedy drama a group of students and recent graduates struggle to complete their studies and find jobs. struggle group yasujirôozu
tt0027118	Une auberge à Tokyo	drama unemployed kihachi and his two sons struggle to make ends meet. but that doesn't keep kihachi from wooing single mother otaka. tokyo japan inn poverty fathersonrelationship child mother yasujirôozu
tt0027138	Ma femme, sois comme une rose	drama when she reaches adulthood, a precocious young woman sets out to find her biological father, who, as her mother tells her, abandoned them for another woman. gold poetry geisha mountain marriage basedonplayormusical tokyo japan haiku smallvillage mother woman young basedonplay mikionaruse
tt0027163	La fille dont on parle	drama the suitor rejects elder sister kunie but likes kimoko, the younger one. their father and his mistress have separate shops. kimiko suddenly learns that she is her mother. business is bad. the police visit when business shortcuts are taken. siblingrelationship modernsociety familybusiness mistress widower nosyneighbor financialproblem police business father mikionaruse
tt0027307	Monsieur Merci	comedy drama a friendly bus driver and his passengers over the duration of one journey through the mountains to the nearest train station. countryside busride basedonshortstory bustrip politeness mustachedman mountain ruralroad windingroad hiroshishimizu
tt0027312	Une avenue au matin	drama mikionaruse
tt0027672	Les soeurs de Gion	drama two geisha sisters lead a hard life in the gion district of kyoto. after one of them feels obliged to support a bankrupt businessman, the other sister sets up various schemes to get rid of him. japan siblingrelationship geisha lover kyoto japan bankruptcy broke kyotojapan unreliablenarrator seduction kenjimizoguchi
tt0027752	Le fils unique	drama a widow sends her only son away to receive a better education. years later, she visits him, finding him a poor school teacher with a wife and son. parentchildrelationship tokyo japan 1930s selfsacrifice maternallove shinshujapan taxi school yasujirôozu
tt0027844	Le chemin parcouru ensemble	"drama ""the road i travel with you"" concerns two brothers of marriageable age and their mother, a former geisha who has been set up by an absent patron in a spacious country home in kamakura. the futures of the two boys, torn between love matches and arranged marriages, are inseparable from the loaded questions of family status, money, and decisions made by the head of wealthy families. basedonnovel mikionaruse"
tt0028021	L'élégie d'Osaka	comedy drama a young woman becomes a mistress of her boss in order to support her family. mistress embezzlement dogsleepinginbed caughtwithmistress osakajapan theater marquee kenjimizoguchi
tt0028028	La fille du samurai	drama romance teruo is an adopted son of an old samurai family that returns to japan after living in germany and is expected to marry mitsuko. but he's struggling to readjust to japan and intends to marry an aryan woman. son familyrelationships arnoldfanck mansakuitami
tt0028247	Nouvelle voie	drama basedonnovel heinosukegosho
tt0028558	L'impasse de l'amour et de la haine	drama a young couple of lovers want to travel to tokio to work and form a family there, but the parents of him want his son to regent their hotel. finally, he does what his parents want him to, and her finds herself abandoned in the big city. familyrelationships couple parents young son kenjimizoguchi
tt0028976	Chanson d'un panier de fleurs	drama heinosukegosho
tt0029073	Les vicissitudes de la vie I	drama romance romance basedonnovel mikionaruse
tt0029074	Les vicissitudes de la vie II	drama romance sequel basedonnovel mikionaruse
tt0029077	Des enfants dans le vent	drama two young boys are usurped from being the head of their gang of children. their father is fired and arrested for this, and they are sent to live with their uncle, only to spend their time thinking of ways to escape back home. escape boy father young childhood hiroshishimizu
tt0029291	Avalanche	drama avalanche is a study of a one-year marriage that begins to crumble. a married man is torn between the love of his wife, and the attraction to a cousin of his wife. infidelity love married mikionaruse
tt0029326	Les larmes d'une femme	drama the irresolute heroine marries without love and finds herself regarded as an extra worker in her mother-in-law's house. she has to re-appraise own life. love mikionaruse
tt0029557	Qu'est-ce que la dame a oublié?	comedy drama an affluent medical professor, komiya, and his bossy wife, tokio, are to look after setsuko, their high-spirited niece from osaka. setsuko is a liberated woman who does what she wants, including smoking, even though she is a minor. on saturday, the professor does not feel like going to his weekend golf game, but his wife packs him off anyway. so he leaves his bag at the apartment of his student okada, and goes to a bar with a friend. setsuko traces him there, and insists that he take her to a geisha house. when she gets rather tipsy, the professor calls okada to take her home, while he sleeps at okada's. the wife becomes suspicious of setsuko when she sees okada bringing her home, and also of her husband when she discovers that he did not go golfing. geisha henpeckedhusband birdcage schoolboy teenager japaneseteenager japanesewoman yasujirôozu
tt0030195	Les cinq éclaireurs	drama war a patrol of japanese troops in china goes on a patrol into enemy territory in this realistic ,if propagandistic, war drama. tomotakatasaka
tt0030899	Tsuruhachi et Tsurujiro	drama mr. tsurujiro is a japanese folk singer assisted by ms. tsuruhachi on the shamisen. the pair is popular, but he nitpicks often on her music and so they split. she marries a benefactor, but after a joint show, feels music is above marriage. wood sunset singer romanticism openended mikionaruse
tt0031407	Toute la famille travaille	drama father of nine children cannot find a job. despite their aspirations, the children are encouraged by both parents to hold down menial jobs and contribute to the family expenses. eventually one rebels, with the support and sympathy of the other children. depression japan unemployment mikionaruse
tt0031605	Le coeur sincère	drama two young girls, nobiko and tomiko, go to the same school. the less fortunate girl nobiko is one of the top students, while the rich girl tomiko is not. at one time tomiko's father was quite fond of nobuko's mother. basedonnovelorbook basedonnovel mikionaruse
tt0032156	Contes des chrysanthèmes tardifs	drama romance the adopted son of a legendary actor, and an aspiring star himself, turns to his infant brother's wet nurse for support and affection - only for her to give up everything for her beloved's glory. forbiddenlove osaka japan tokyo japan kabuki 19thcentury adoptedson theatricaltroupe 1880s 19thcentury year1885 year1888 kantoregion kenjimizoguchi
tt0033131	Acteurs ambulants	comedy story about a group of actors mostly based on the guys playing the horse. japan ruralarea kabuki group mikionaruse
tt0033654	La vengeance des 47 rônins	drama history the legendary forty-seven ronin plot to avenge the death of their lord, asano naganori, by killing kira yoshinaka, a shogunate official responsible for asano being forced to commit seppuku. japan samurai loyalty seppuku ronin shogun pride kyoto japan revengekilling feudallord feudaljapan dignity shogunate clashofclans vengeance harakiri historyofjapan death ronin samurai dishonor corruption kenjimizoguchi
tt0033669	Les Larmes de San Francisco	drama in san francisco, widower jien-sien ho, known to the chinese community as gin man, worries that his 16-year-old daughter chain-ying spends too much time at the chinese opera. nevertheless, duck sook, a salesman in jien-sien's shop, takes chain-ying to see fay-tien wong, an actor from china, perform. after the show, wong invites chain-ying to the golden gate music club for a party and the girl asks him for singing lessons. chain-ying and wong begin to spend time together and chain-ying's friend, sia-lien ho, tells jien-sien about his daughter's excursions with the actor and the fact that she has been missing school. jien-sien confronts chain-ying, who insists that in america, fathers have no rights over their daughters. when chain-ying says she loves wong, jien-sien disowns her and then blames duck sook for his daughter's infidelity. wong tells chain-ying that she must try to understand the old people's ways and then agrees to marry her, hoping that her father will now accept them. when duck sook tries to intervene on the couple's behalf, however, jien-sien says that he will never forgive them. the enraged father then goes to the theater owner and tells him to deport wong, and the owner agrees not to renew the singer's contract, which is soon to expire. several months later, wong returns home one night and announces that he must return to china. worried about his bride, who is now pregnant, he tells her that he will send for her when he has settled. meanwhile, duck sook asks jien-sien to forgive his pregnant, lonely daughter, but he refuses. mao lee, jien-sien's cook, takes pity on chain-ying, gives her money and attends the birth of the baby girl. for his disloyalty, jien-sien fires mao-lee, who joins duck sook in taking over a chinese laundry so that they can support chain-ying's baby after chain-ying's sudden death. duck sook and mao lee give the baby a chinese name, loy lo, and an american name, lulu, and when the girl grows up, duck sook teaches her chinese dances and instills in her a love of the theater. when a benefit concert and party is organized for chinese war refugees, lulu wishes to perform, and duck sook and lulu both audition and receive parts. lulu has a supporting role in an opera with a visiting star, sing kuo, but when duck sook must find the traditional dress that is required for her performance, he discovers that all the stores are sold out of it. duck sook steals a gown, and later encounters the woman from whom he stole it. she is understanding, however, and agrees to lend the garment to lulu. during the show, it is revealed that sing kuo is really wong, lulu's father, and duck sook introduces the singer to his daughter and then to her grandfather, who has donated three-thousand dollars to the cause. jien-sien greets lulu warmly and all shake hands and return to jien-sien's shop to celebrate their reunion. womandirector china sanfranciscocalifornia esthereng
tt0033716	Hideko, receveuse d'autobus	comedy drama okoma, a young lady working as a conductor with a bus company in kofu yamanashi, has an idea for her bus that could avert the dwindling number of passengers. japan ruralarea tourbus young busconductor bus basedonnovel mikionaruse
tt0034176	La lune de Shanghai	drama mikionaruse
tt0034298	Les frères et les soeurs Toda	drama when the patriarch of the toda family suddenly dies, his widow discovers that he has left her with nothing but debt and married children who are unwilling to support her--except for her most thoughtful son, just returned from china. siblingrelationship postwarjapan yoshikawa children familyrelationships married yasujirôozu
tt0034591	Il était un père	drama a schoolteacher struggles to raise his son ryohei by himself, having neither money nor future prospects. mathteacher singlefather schoolteacher textileworker fathersonrelationship boy teacherstudentrelationship crying train money yasujirôozu
tt0034824	Ma mère ne mourra jamais	drama the premature death of a young mother serves as inspiration for her husband and son. mother husband death young basedonnovel mikionaruse
tt0035533	Les Volontaires de la Mort	drama history war when a boy who is in the navy college returns home for vacation he meets his young cousin who also wants to join in order to become a pilot. however, the younger man's mother is antagonistic knowing the folly of war. when the younger man recruits his cousin to speak to the mother the enlisted man is successful and the mother relents. the younger cousin is soon in the navy and training to become a pilot. he graduates too, but one night loses his friend yet has no time to reflect on the event as japan draws nearer to war with the west. the pilot and his fellow pilots are told to embark on a mission, but initially not told their purpose or destination. only later it is revealed that the destination is hawaii, usa. pearl habour looms. fighterpilot pearlharbor pacificwar militarytraining worldwartwo 1940s year1941 attackonpearlharbor japaneseempire kajirôyamamoto
tt0036177	L'homme au pousse-pousse	drama matsugoro is a poor rickshaw driver whose animated spirit and optimistic demeanor make him a favorite of the town. matsu helps an injured boy, toshio, and is hired by the boy's parents. poverty partiallylostfilm samuraiera hiroshiinagaki
tt0036400	La légende de judo	action adventure drama sugata, a young man, struggles to learn the nuance and meaning of judo, and in doing so comes to learn something of the meaning of life. jujitsu partiallylostfilm judo teacherstudentrelationship tournament prayer martialarts akirakurosawa
tt0036484	La chanson de la lanterne	drama a self-absorbed young actor humiliates an elderly noh performer, who then commits suicide. his act of cruelty compels his father to disown him, leading the once promising actor to a life on the streets. but his desire to win back the respect of his father and the affection of the dead actor's daughter pushes him toward a more noble existence. basedonnovel mikionaruse
tt0036947	Le plus beau	drama world war ii film about female volunteer workers at an optics plant who do their best to meet production targets. factory worldwarii workingwomen optical musicalinstruments shoe factoryworker weaponmaking worldwartwo akirakurosawa
tt0036980	Les Faucons du Colonel Kato	action war biographical movie about colonel kato, an officer serving with the imperial japanese army air force in southeast asia, he was highly respected by his pilots for his fairness and excellent flying ability. propaganda airplane worldwartwo japan kajirôyamamoto
tt0037081	L'histoire de Musashi Miyamoto	drama shinobu and her brother genichiro plead with the famous swordsman musashi miyamoto to teach them swordsmanship to avenge their father's death. the killers of their father see the sister and brother practicing with miyamoto, and so enlist the help of another powerful swordsman, kojiro sasaki, which gives sasaki an excuse to battle miyamoto. jidaigeki miyamotomusashi kenjimizoguchi
tt0037272	Le chemin du drame	drama japan basedonnovelorbook basedonnovel mikionaruse
tt0037347	Cette belle vie	comedy mikionaruse
tt0037907	L'excellent sabre Bijomaru	drama kiyone sakurai, an apprentice swordmaker makes a sword for his guardian, kozaemon onoda. onoda breaks the sword while defending his lord which eventually leads to his death at the hands of naito, when naito demands to marry his daughter sasae. sasae vows to avenge her father's death and pleads for kiyone sakurai to make a special sword for her. so kiyone and his fellow swordmaker kiyotsugu go to the master swordsmith kiyohide yamatomori to learn their craft and forge the sword. kenjimizoguchi
tt0038049	Histoire de l'arc au temple de Sanjusangendo	war tale of martial skill set in the edo era, and completed with difficulty during the last months of wwii: the son of an archer ,who killed himself after losing a contest, takes up his father's former profession. worldwartwo honor workingclass samurai parentaldeath mikionaruse
tt0038182	Les hommes qui marchèrent sur la queue du tigre	adventure drama thriller a japanese general and his men disguise themselves as monks in order to pass an enemy border patrol. enemy samurai royalty japan 12thcentury akirakurosawa
tt0038268	La légende de judo II	action adventure drama sugata returns to prove his judo mastery in a match against western opponents. martialarts judo jujitsu jiu-jitsu snowadventure judo snow duel dojo akirakurosawa
tt0038662	La victoire des femmes	drama a socially committed film about the feudal state of many japanese women in 1946. hiroko hosokawa, a female lawyer, defends mrs. asakura, who suffocated her child in her grief after her husband died penniless following an industrial accident. the prosecutor is hiroko's sister's husband kono, who also sent hiroko's fiance, yamaoka, to jail for his liberal views during the war. yamaoka has just been freed, but is seriously ill from his time in prison. kenjimizoguchi
tt0039074	Cinq femmes autour d'Utamaro	drama utamaro is a great artist who lives to create portraits of beautiful women, using the brothels of tokyo to provide his models. artisticcreation painter artist art engraving kenjimizoguchi
tt0039090	Je ne regrette rien de ma jeunesse	drama the daughter of a politically disgraced university professor struggles to find a place for herself in love and life, in the uncertain world of japan leading into wwii. studentprotest kyoto japan 1930s flowerarrangements student daughter love world professor akirakurosawa
tt0039423	La Montagne d'argent	action crime drama three bank robbers on the run from the police hide out in a remote mountain lodge high up in the snowy japanese alps. mountaineer fugitive snowbound searchparty mountainrescue house mountain robber criminal humanity senkichitaniguchi
tt0039449	L'éveil du printemps	drama slice of life film centered around a couple of years in the life of a rural high school girl. couple school mikionaruse
tt0039516	L'amour de l'actrice Sumako	drama the stage director shimamura, who is bringing western theatre to japan, falls in love with the outspoken actress sumako matsui, and leaves his family to be with her, while trying to keep his art theatre solvent. familyrelationships director love actress basedontruestory kenjimizoguchi
tt0039651	Récit d'un propriétaire	drama a young boy follows tashiro home to his tenement housing complex on the outskirts of tokyo, the boy who was separated from his carpenter father somehow and somewhere in kudan. all tashiro knows is that the boy and his father came to town from chigasaki that morning. despite tashiro's want to house the kid until they decide what to do more permanently, tashiro's roommate, tamekichi, the tenement's head, won't let the kid stay, not liking children and not wanting to get involved. so tashiro foists the kid onto their neighbor, the widowed tane, who too protests, she also not liking children and not wanting to get involved. tane treats the boy with disdain, which only increases by the next morning due to an overnight incident. amongst the tenement residents, tane is charged with going to chigasaki to see if she can find the father or find out what happened to him. on that trip, what she learns by putting the pieces of the story together is that the father purposefully abandoned the boy as he went off to look for work. this news does not change tane's outlook or poor treatment of the boy. nothing changes as the week progresses, however tane's outlook takes a one hundred eighty degree turn when there is the possibility that she may never see the boy again. fortuneteller widow workingclass tokyo japan orphan childhoodfriends postwarjapan lostchild simplepleasures boy japan postwar widow tenement yasujirôozu
tt0039871	Un merveilleux dimanche	drama romance during a sunday trip into war-ravaged tokyo, despairing yuzo and optimistic masako look for work and lodging, as well as affordable entertainments to pass the time. breakingthefourthwall tokyo japan poverty fiancéfiancéerelationship postwarjapan occupation cigarettesmoking miming fullmoon swinging swing akirakurosawa
tt0040009	Les larmes du Yang-Tsé	drama war 1930's china. the village of a poor family is taken over by the occupying japanese army. one son, zhongliang, leaves his wife and young son to join a medic group for the chinese army. the other son, zhangmin goes into hiding to protect his family. the focus shifts back and forth from the brothers' parents and zhongliang's wife and son to zhongliang's newfound life of luxury in a town not too far away. the plight of zhongliang's mother, his wife, sufan and her son, kongeson is contrasted with zhongliang's rise in a flourishing company. china invasion 1930s japaneseoccupationofchina chushengcai junlizheng
tt0040010	Quatre histoires d'amour	drama anthology film in four parts: first love, separating's fun, too, love is easy, and love circus. kajirôyamamoto teinosukekinugasa mikionaruse shirôtoyoda
tt0040413	Serment rompu	drama while revelations of his lower class past threaten his job, a school teacher fights for freedom and equality. school teacher past keisukekinoshita
tt0040505	Une femme dans le vent	drama a man returns from world war ii to find his desperate wife had resorted to one night of prostitution to pay for their son's hospital bills. guilt postworldwarii night wife man prostitution veteran yasujirôozu
tt0040979	L'ange ivre	crime drama romance thriller a drunken doctor with a hot temper and a violence-prone gangster with tuberculosis form a quicksilver bond. gangster yakuza doctor alcoholic tuberculosis physician alcoholism tokyojapan nurse tuberculosis akirakurosawa
tt0040980	Les femmes de la nuit	drama a mistress of a drug dealer in post-war japan is shocked when she discovers that he is having an affair with her sister. prostitution postwarjapan basedonnovel kenjimizoguchi
tt0041154	Printemps tardif	drama several people try to talk 27-year-old noriko into marrying, but all she wants is to keep on caring for her widowed father. postworldwarii fatherdaughterrelationship kamakurajapan widower marriage japaneseculture yasujirôozu
tt0041699	Chien enragé	crime drama film-noir mystery thriller during a sweltering summer, a rookie homicide detective tries to track down his stolen colt pistol. gun detective filmnoir tokyo japan postwarjapan heatwave sceneofthecrime wipetheeditingeffect kurosawaandmifune detective bus akirakurosawa
tt0041870	Le duel silencieux	drama a surgeon gets syphilis from a patient when he cuts himself during an operation. the doctor's life is destroyed, but unlike the patient, he doesn't destroy others along with him. nurse syphillis surgeon doctor fieldhospital year1944 year1946 1940s infectiousdisease disease akirakurosawa
tt0042031	Flamme de mon amour	"drama romance a woman's struggle for equality in japan in the 1880s. eiko hirayama leaves okayama for tokyo, where she helps the fledgling liberal party and falls in love with its leader kentaro omoi, just as the party is being disbanded by the government. eiko and omoi are jailed because of a fire at a factory instigated by chiyo, a servant girl from eiko's home in okayama, who was sold to slavery. a few years later the 1889 constitution is proclaimed, eiko, omoi, and chiyo are pardoned, and the liberal party is reinaugurated. however omoi does not campaign for women's rights. liberalparty ""womensrights"" servant 1880s mill kenjimizoguchi"
tt0042054	Corbeaux et moineaux	drama a story of a corrupt party official who attempts to sell an apartment building he has appropriated from the original owner and the struggles of the tenants to prevent themselves being thrown onto the street. party junlizheng
tt0042505	Sanshirô de Ginza	drama konichikawa
tt0042591	La rue en colère	crime drama sudo (hara yasumi) and mori (uno jukichi) are two university students who make money by picking up rich girls in dance clubs and conning them into giving them cash. mori is the brains of the operation, and sudo is the suave dancer who picks up the girls. over the course of the film, sudo becomes involved with three different girls and is drawn into the gangster milieu, which he seems unable to resist even though he is responsible for his mother, grandmother, and sister, masako (wakayama setsuko). in this world of bad boys and girls, masako is the pillar of strength and moral virtue who finally enables mori to straighten out. mikionaruse
tt0042604	Rapport sur la conduite du professeur Ishinaka	comedy three stories of young love, linked by each of the sets of lovers being counseled by the wise professor ishinaka. in the first story, a young man and his family search for a cache of hidden gasoline left over from the war. a pretty girl holds the key to whether the fuel can be found. in the second tale, two young lovers shame their fathers for going to see a burlesque show, leading to arguments that threaten to destroy the budding romance. the third story is about a girl given a prophecy that she will meet her future husband in the day couple of days, and the shy young farmer she encounters subsequently. mikionaruse
tt0042639	Kike wadatsumi no koe: Nippon senbotsu gakusei shuki	war student basedonnovel hideosekigawa
tt0042762	Les Sœurs Munakata	drama setsuko is unhappily married to mimura, an engineer with no job and a drinking habit. she's always been in love with hiroshi, but he left for france years ago without proposing. now he is back and mariko (setsuko's sister) tries to reunite them, although secretly she loves him too. generationgap troubledmarriage sisters engineer sistersisterrelationship impossiblelove basedonnovel yasujirôozu
